5.378720744680850885e+01,5.310667258207630681e+01,4.009492907801418937e+01,6.538313220940550252e+01
1.513725761772852962e+01,1.204604426002766182e+01,8.333919667590027558e+00,7.352130013831258637e+00
3.185426470588235404e+01,1.927208163265306240e+01,2.907739379084966913e+01,1.747532244897958975e+01
2.047752380952381301e+01,1.752823389021479628e+01,3.022959427207637262e+01,9.553047619047617900e+00
3.291218052738336297e+01,2.757270791075050553e+01,4.271813387423934927e+01,3.848217038539553414e+01
4.407828431372548295e+01,4.621650560224089332e+01,3.857076330532213149e+01,2.695266806722689168e+01
3.327420408163265364e+01,2.335375510204081806e+01,4.341533197139938949e+01,2.335785714285714132e+00
6.620373831775700602e+00,1.571292517006802925e+01,1.805437925170067714e+01,2.676432455395072196e+01
1.859148833467417461e+01,1.330505229283990332e+01,1.132266291230892996e+01,8.728841512469831088e+00
3.259866028708133801e+00,1.008231578947368590e+01,1.412695693779904182e+01,1.111701435406698835e+01
3.301436450839328529e+01,2.066658673061550999e+01,1.903207833733013388e+01,2.781520383693045417e+01
2.011970414201183743e+01,5.599112426035503631e+00,2.548704142011834506e+01,1.486627218934911232e+00
1.537636539703034089e+01,2.185693996126533278e+01,3.402456129032258758e+01,3.149515816655906519e+01
4.441234317343172933e+01,2.582882841328413193e+01,5.071499538319482525e+01,3.128290590405903870e+01
2.813999999999999835e-01,4.648666666666667613e-01,5.663758389261744908e-01,2.626866666666666461e+00
1.739875634517766656e+01,4.200281725888324758e+01,1.738985617597292688e+01,1.650187817258883172e+01
6.003905379131562370e+01,4.249249513933895628e+01,6.315326848249026881e+01,5.217486066104989817e+01
